file_path,replicate,sample_name,data_type,reference_name,coverage_average,coverage_deletion_coverage_propagation_cutoff,coverage_deletion_coverage_seed_cutoff,coverage_group,coverage_nbinom_mean_parameter,coverage_nbinom_prob_parameter,coverage_nbinom_relative_variance,coverage_nbinom_size_parameter,coverage_nbinom_variance,coverage_relative_variance,coverage_variance,junction_only,length,num_bases_mapped_to_reference,num_features,num_genes,num_reads_mapped_to_reference,num_repeats,experiment_type,experiment_name
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep1/M6_PM_clone1/data/summary.json,PN23_rep1,M6_PM_clone1,data,pS2313RS_mScarle,12127.97,11717.0,0.0,3,12308.95,0.341048558799516,2.93213378036248,6370.651,36091.4880957927,14.90467,180763.4,False,3846,27231081.5,4,1,181608.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep1/M6_PM_clone1_p/data/summary.json,PN23_rep1,M6_PM_clone1_p,data,MG557852,803.2049,657.0,0.0,1,898.2543,0.155776747933202,6.41944329476442,165.7466,5766.2925431283,43.23011,34722.64,False,33858,27286379.0,76,51,181948.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep1/M6_PM_clone1_p/data/summary.json,PN23_rep1,M6_PM_clone1_p,data,NZ_CP009273,363.0384,255.0,0.0,0,374.3657,0.364886687880897,2.74057682347242,215.0814,1025.97796092303,9.427141,3422.414,False,4631469,1680639308.20119,9057,4518,11207130.0000023,2,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep1/M6_PM_clone1_p/data/summary.json,PN23_rep1,M6_PM_clone1_p,data,pS2313M_msfGFP,0.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,17093640.5,10,1,114006.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep1/M6_PM_clone1_p/data/summary.json,PN23_rep1,M6_PM_clone1_p,data,pS2313RS_mScarle,12127.97,11717.0,0.0,3,12308.95,0.341048558799516,2.93213378036248,6370.651,36091.4880957927,14.90467,180763.4,False,3846,27231081.5,4,1,181608.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PL_clone1/data/summary.json,PN23_rep2,M1_PL_clone1,data,MG557852,830.3318,646.0,0.0,1,835.0809,0.24346169623554,4.10742229871157,268.7375,3430.02990988813,4.302787,3572.741,False,33858,28001381.0,76,51,186729.0,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PL_clone1/data/summary.json,PN23_rep2,M1_PL_clone1,data,NZ_CP009273,161.3576,81.0,0.0,0,151.9628,0.378867394801384,2.63944592150569,92.69156,401.097592680585,697.7175,112582.0,False,4631469,745366315.761898,9057,4518,4972765.99999338,2,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PL_clone1/data/summary.json,PN23_rep2,M1_PL_clone1,data,pS2313M_msfGFP,11042.35,8901.0,0.0,2,11656.21,0.013059395303343,76.5732238570047,154.2373,892553.577654257,33.38915,368694.8,False,3861,24756347.0,10,1,165187.0,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PL_clone1/data/summary.json,PN23_rep2,M1_PL_clone1,data,pS2313RS_mScarle,1.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,15412767.0,4,1,102872.0,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PM_clone1/data/summary.json,PN23_rep2,M1_PM_clone1,data,MG557852,1306.114,1107.0,0.0,1,1312.51,0.342329957135773,2.92115831277771,683.1868,3834.04949710387,3.980829,5199.415,False,33858,44049478.0,76,51,293752.0,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PM_clone1/data/summary.json,PN23_rep2,M1_PM_clone1,data,NZ_CP009273,148.7654,66.0,0.0,0,135.3292,0.339744512353091,2.94338823333434,69.6357,398.326374906549,1049.006,156055.8,False,4631469,687074201.340994,9057,4518,4584691.99999611,2,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PM_clone1/data/summary.json,PN23_rep2,M1_PM_clone1,data,pS2313M_msfGFP,1.5,-1.0,0.0,2,2.000199,0.99980002009996,1.0002000199,10000.0,2.00059907960396,0.3333333,0.5,False,3861,11410749.0,10,1,76115.5,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M1_PM_clone1/data/summary.json,PN23_rep2,M1_PM_clone1,data,pS2313RS_mScarle,8010.235,7486.0,0.0,3,8174.962,0.163026934583929,6.13395573284968,1592.332,50144.8550257283,6.01463,48178.61,False,3846,18124246.0,4,1,120889.5,0,PN23,TriComm PN23 no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_314h/data/summary.json,PN23_rep2,M3_314h,data,MG557852,294.0298,208.0,0.0,1,290.5646,0.432833863123756,2.31035527761856,221.7449,671.307457099126,3.136401,922.1953,False,33858,9950989.0,76,51,66362.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_314h/data/summary.json,PN23_rep2,M3_314h,data,NZ_CP009273,166.9974,72.0,0.0,0,156.1247,0.248174354348472,4.0294252104545,51.53608,629.092802154646,833.2566,139151.7,False,4631469,771187342.374689,9057,4518,5145671.99999257,2,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_314h/data/summary.json,PN23_rep2,M3_314h,data,pS2313M_msfGFP,151.5028,102.0,0.0,2,154.3096,0.473560064833714,2.11166454745533,138.8095,325.850111652012,1.357293,205.6337,False,3861,3292740.0,10,1,21965.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_314h/data/summary.json,PN23_rep2,M3_314h,data,pS2313RS_mScarle,1865.855,1426.0,0.0,3,1937.428,0.0620920099904589,16.1051317255418,128.2629,31202.5331487531,6.302205,11759.0,False,3846,4717475.0,4,1,31468.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_455h/data/summary.json,PN23_rep2,M3_455h,data,MG557852,1323.471,1074.0,0.0,1,1328.861,0.21908644242211,4.56440840859206,372.8139,6065.46432225006,5.642396,7467.549,False,33858,44645379.0,76,51,297732.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_455h/data/summary.json,PN23_rep2,M3_455h,data,NZ_CP009273,212.9217,124.0,0.0,0,209.6614,0.375270147820358,2.66474699841752,125.9419,558.694586334016,6.25074,1330.918,False,4631469,985769656.029689,9057,4518,6574115.99998276,2,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_455h/data/summary.json,PN23_rep2,M3_455h,data,pS2313M_msfGFP,2604.709,2164.0,0.0,2,2697.44,0.0832451932006446,12.012705617605,244.9389,32403.5526411525,6.519395,16981.12,False,3861,22904954.5,10,1,152790.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_455h/data/summary.json,PN23_rep2,M3_455h,data,pS2313RS_mScarle,12492.48,12155.0,0.0,3,12614.21,0.585849717890673,1.70692238890284,17843.84,21531.4774673221,11.24448,140471.5,False,3846,31111071.5,4,1,207517.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PL_clone1/data/summary.json,PN23_rep2,M3_PL_clone1,data,MG557852,1222.621,1008.0,0.0,1,1223.974,0.285414116570349,3.50368093917849,488.8698,4288.41437385005,4.423146,5407.831,False,33858,41257596.0,76,51,275145.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PL_clone1/data/summary.json,PN23_rep2,M3_PL_clone1,data,NZ_CP009273,195.7602,123.0,0.0,0,196.5261,0.494430079704797,2.02253066924459,192.1958,397.48006455703,2.583631,505.772,False,4631469,906324209.711857,9057,4518,6044264.9999869,2,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PL_clone1/data/summary.json,PN23_rep2,M3_PL_clone1,data,pS2313M_msfGFP,9966.105,8201.0,0.0,2,10275.73,0.0208306038840981,48.0062894750445,218.6033,493299.668947399,19.78208,197150.3,False,3861,22355555.5,10,1,149172.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PL_clone1/data/summary.json,PN23_rep2,M3_PL_clone1,data,pS2313RS_mScarle,1.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,13918948.5,4,1,92904.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PM_clone1/data/summary.json,PN23_rep2,M3_PM_clone1,data,MG557852,1159.386,974.0,0.0,1,1162.984,0.355823935784899,2.81037867167125,642.3982,3268.42542909491,3.824397,4433.951,False,33858,39096118.0,76,51,260738.0,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PM_clone1/data/summary.json,PN23_rep2,M3_PM_clone1,data,NZ_CP009273,219.2576,141.0,0.0,0,219.6782,0.483215420104986,2.0694703819318,205.4084,454.61752845609,2.566591,562.7447,False,4631469,1014774999.96959,9057,4518,6767814.99998193,2,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PM_clone1/data/summary.json,PN23_rep2,M3_PM_clone1,data,pS2313M_msfGFP,0.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,32192094.0,10,1,214752.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/PN23_rep2/M3_PM_clone1/data/summary.json,PN23_rep2,M3_PM_clone1,data,pS2313RS_mScarle,22814.24,22672.0,0.0,3,23207.73,0.798025345816431,1.25309303174692,91696.44,29081.4447456641,27.27471,622252.0,False,3846,51291275.0,4,1,342130.5,0,PN23,TriComm PN23 1xMIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM1/data/summary.json,ancestrals,LM1,data,NZ_CP009273,287.9432,152.0,0.0,0,288.4614,0.184648399630807,5.41569817014087,65.32634,1562.21987613627,6.147315,1770.077,False,4631469,1331786520.51134,9057,4518,8882284.99997607,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM2/data/summary.json,ancestrals,LM2,data,NZ_CP009273,304.5301,174.0,0.0,0,304.3998,0.220826133201498,4.52844953403919,86.27013,1378.45913247162,5.04834,1537.371,False,4631469,1409492726.28691,9057,4518,9400191.99998095,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM_PVB/data/summary.json,ancestrals,LM_PVB,data,NZ_CP009273,297.7171,176.0,0.0,0,297.2438,0.259011764072402,3.86082849781475,103.9013,1147.60733383875,4.217706,1255.683,False,4631469,1378651427.38864,9057,4518,9194514.00474328,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM_PVB/data/summary.json,ancestrals,LM_PVB,data,NZ_MT441554,813.0655,776.0,0.0,1,992.0666,0.233916591009426,4.27502810161809,302.9185,4241.11259367671,160.9286,130845.5,False,65499,52915526.9190462,172,85,352922.99523813,0,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM_PVB/data/summary.json,ancestrals,LM_PVB,data,pS2313M_msfGFP,0.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,0.0,10,1,0.0,0,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/LM_PVB/data/summary.json,ancestrals,LM_PVB,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,0.0,4,1,0.0,0,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/PL1/data/summary.json,ancestrals,PL1,data,NZ_CP009273,161.0787,51.0,0.0,0,163.2527,0.116954650083178,8.55032270447393,21.62195,1395.86326737667,9.258385,1491.329,False,4631469,746049101.555547,9057,4518,4976945.99999325,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/PL2/data/summary.json,ancestrals,PL2,data,NZ_CP009273,426.1749,187.0,0.0,0,427.8361,0.0771996680183465,12.9534235790023,35.79193,5541.94222568839,14.43679,6152.6,False,4631469,1973511328.10218,9057,4518,13166765.0000214,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/PM1/data/summary.json,ancestrals,PM1,data,NZ_CP009273,477.3727,209.0,0.0,0,481.0226,0.0678895278142455,14.729812272905,35.0349,7085.37259702468,16.54953,7900.293,False,4631469,2210773032.73756,9057,4518,14749390.0000434,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/ancestrals/PM2/data/summary.json,ancestrals,PM2,data,NZ_CP009273,62.38708,15.0,0.0,0,61.28427,0.250864538412887,3.98621505584876,20.52239,244.2922797607,30.33914,1892.77,False,4631469,288930351.377792,9057,4518,1927220.00000256,2,ancestrals,
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_198h/data/summary.json,pOXA48_rep1,M2_198h,data,NZ_CP009273,270.3787,164.0,0.0,0,273.7815,0.293184917953051,3.41081665108071,113.5638,933.818498957854,4.373301,1182.447,False,4631469,1252430973.84168,9057,4518,8351970.18568626,2,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_198h/data/summary.json,pOXA48_rep1,M2_198h,data,NZ_MT441554,1.153846,-1.0,0.0,1,0.3636127,0.999963640052094,1.00003636127,10000.0,0.36362592141956,0.1130379,0.1304283,False,65499,200922.20952381,172,85,1339.81428571433,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_198h/data/summary.json,pOXA48_rep1,M2_198h,data,pS2313M_msfGFP,5847.455,5055.0,0.0,2,5884.443,0.0779692689484478,12.8255659375386,497.6035,75471.3117021876,9.559164,55896.78,False,3861,16752673.0,10,1,111728.0,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_198h/data/summary.json,pOXA48_rep1,M2_198h,data,pS2313RS_mScarle,2519.993,2210.0,0.0,3,0.0,0.999696557869989,1.00030353423509,0.0,2563.7539509597,4.115822,10371.84,False,3846,13888298.0,4,1,92627.0,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_LM_clone1/data/summary.json,pOXA48_rep1,M2_LM_clone1,data,NZ_CP009273,244.8794,153.0,0.0,0,244.3856,0.386235392094125,2.58909468285159,153.7892,632.737457525496,3.129918,766.4525,False,4631469,1133158675.32747,9057,4518,7556957.0714081,2,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_LM_clone1/data/summary.json,pOXA48_rep1,M2_LM_clone1,data,NZ_MT441554,250.7614,158.0,0.0,1,248.5808,0.306279879920777,3.26498756711888,109.7493,811.613221424465,3.757192,942.1587,False,65499,16343905.5619049,172,85,108998.928571424,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_LM_clone1/data/summary.json,pOXA48_rep1,M2_LM_clone1,data,pS2313M_msfGFP,0.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,150.0,10,1,1.0,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M2_LM_clone1/data/summary.json,pOXA48_rep1,M2_LM_clone1,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,150.0,4,1,1.0,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_198h/data/summary.json,pOXA48_rep1,M3_198h,data,NZ_CP009273,259.1149,166.0,0.0,0,260.4349,0.3944941692999,2.53489171151675,169.6764,660.174269399693,3.494582,905.4982,False,4631469,1200450707.06665,9057,4518,8004665.0523557,2,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_198h/data/summary.json,pOXA48_rep1,M3_198h,data,NZ_MT441554,244.501,168.0,0.0,1,247.1539,0.421332419904446,2.37342286697708,179.9547,586.600717922566,2.626021,642.0648,False,65499,15987999.3523811,172,85,106612.947619042,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_198h/data/summary.json,pOXA48_rep1,M3_198h,data,pS2313M_msfGFP,15580.57,12570.0,0.0,2,15905.25,0.0123983812405211,80.6556904970577,199.675,1282848.92127833,45.13113,703168.6,False,3861,34345674.0,10,1,229034.0,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_198h/data/summary.json,pOXA48_rep1,M3_198h,data,pS2313RS_mScarle,352.3869,250.0,0.0,3,357.3092,0.257869177730667,3.87793535001091,124.1547,1385.62197756412,2.158399,760.5913,False,3846,21407903.0,4,1,142764.0,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone1/data/summary.json,pOXA48_rep1,M3_PL_clone1,data,NZ_CP009273,312.0506,187.0,0.0,0,314.8711,0.246479919802215,4.05712563036551,102.9958,1277.47161007138,4.693534,1464.62,False,4631469,1444960829.70554,9057,4518,9635616.39998809,2,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone1/data/summary.json,pOXA48_rep1,M3_PL_clone1,data,NZ_MT441554,240.1328,155.0,0.0,1,241.947,0.324202859527419,3.08448852504777,116.0702,746.282745169734,3.772415,905.8806,False,65499,15738626.6714288,172,85,104957.599999994,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone1/data/summary.json,pOXA48_rep1,M3_PL_clone1,data,pS2313M_msfGFP,12628.53,10045.0,0.0,2,13713.08,0.00845936206731394,118.212223574623,116.9936,1621053.67885669,32.21287,406801.3,False,3861,29397243.5,10,1,196133.5,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone1/data/summary.json,pOXA48_rep1,M3_PL_clone1,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,18669854.5,4,1,124597.5,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone2/data/summary.json,pOXA48_rep1,M3_PL_clone2,data,NZ_CP009273,231.1471,148.0,0.0,0,231.6179,0.453181195986339,2.20662288915921,191.9555,511.093359678988,2.640444,610.3309,False,4631469,1070546610.72875,9057,4518,7139425.14283711,2,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone2/data/summary.json,pOXA48_rep1,M3_PL_clone2,data,NZ_MT441554,593.5403,460.0,0.0,1,592.6119,0.374425054755182,2.67076144424643,354.6957,1582.72501392162,2.674431,1587.383,False,65499,38468429.7571426,172,85,256553.857142878,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone2/data/summary.json,pOXA48_rep1,M3_PL_clone2,data,pS2313M_msfGFP,16825.38,15112.0,0.0,2,16961.47,0.0461466480575659,21.6700463000594,820.5821,367555.840217069,30.8161,518492.8,False,3861,37618582.0,10,1,250995.5,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M3_PL_clone2/data/summary.json,pOXA48_rep1,M3_PL_clone2,data,pS2313RS_mScarle,3.588785,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.2607826,0.9358927,False,3846,23251136.0,4,1,155177.5,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_198h/data/summary.json,pOXA48_rep1,M4_198h,data,NZ_CP009273,183.3921,81.0,0.0,0,166.0685,0.264624938504164,3.77893332976349,59.7598,627.561789673828,1538.206,282094.8,False,4631469,847021457.532324,9057,4518,5651145.60475165,2,pOXA48,TriComm PVI no drug
